user_id,country,age_group,signup_date,following_count,creator_flag,preferred_genres
U01184,Canada,25-34,2024-02-03 15:43:58,25,False,"['Animation', 'Mystery', 'Fantasy']"
U01185,United Kingdom,18-24,2024-02-24 09:17:22,14,False,['Action']
U01186,United Kingdom,18-24,2024-05-16 18:29:35,20,False,"['Horror', 'Fantasy', 'Action']"
U01187,India,18-24,2025-03-27 17:23:12,17,False,"['Fantasy', 'Action', 'Horror', 'Romance']"
U01188,Australia,45+,2025-05-26 22:41:42,19,False,"['Mystery', 'Drama', 'Animation', 'Documentary']"
U01189,Canada,25-34,2024-08-15 13:35:22,25,False,"['Horror', 'Sci-Fi', 'Mystery', 'Documentary']"
U01190,India,18-24,2024-01-24 01:26:14,21,False,['Horror']
U01191,United Kingdom,13-17,2024-01-07 04:08:07,24,False,"['Drama', 'Mystery']"
U01192,United States,25-34,2025-03-20 02:04:44,23,False,"['Romance', 'Documentary']"
U01193,United States,18-24,2024-08-17 22:48:03,16,True,"['Horror', 'Mystery', 'Action']"
U01194,Australia,25-34,2024-02-10 01:01:53,18,False,['Horror']
U01195,Canada,35-44,2025-03-06 21:09:30,19,False,"['Documentary', 'Sci-Fi', 'Mystery']"
U01196,Australia,25-34,2024-09-30 11:47:38,25,False,['Animation']
U01197,Australia,18-24,2024-06-29 19:48:00,12,False,"['Documentary', 'Romance', 'Mystery']"
U01198,Singapore,13-17,2024-08-21 17:54:08,20,False,"['Drama', 'Mystery']"
U01199,Germany,13-17,2024-04-26 08:39:09,24,False,"['Comedy', 'Mystery', 'Animation']"
U01200,Australia,25-34,2025-04-26 14:43:48,21,False,['Mystery']
U01201,Singapore,35-44,2025-02-11 06:34:25,16,False,"['Horror', 'Animation']"
U01202,Canada,18-24,2024-04-12 21:48:38,19,False,"['Romance', 'Drama']"
U01203,Singapore,25-34,2025-01-14 22:40:02,18,False,"['Mystery', 'Romance', 'Sci-Fi']"
U01204,Germany,25-34,2024-08-22 08:23:15,18,False,"['Sci-Fi', 'Drama', 'Action', 'Horror']"
U01205,Australia,18-24,2025-01-22 02:02:39,21,False,"['Action', 'Animation', 'Comedy']"
U01206,Singapore,18-24,2024-01-19 19:18:21,23,False,"['Animation', 'Horror', 'Sci-Fi', 'Action']"
U01207,Canada,18-24,2025-01-10 04:43:37,20,False,['Documentary']
U01208,Germany,25-34,2024-04-26 19:34:17,21,False,"['Comedy', 'Documentary']"
U01209,United States,25-34,2024-12-27 11:26:50,19,True,"['Action', 'Comedy', 'Mystery', 'Fantasy']"
U01210,Singapore,35-44,2024-09-15 01:40:35,19,True,"['Fantasy', 'Sci-Fi', 'Drama', 'Documentary']"
U01211,Australia,35-44,2024-01-14 12:11:06,17,True,['Fantasy']
U01212,Germany,35-44,2025-01-28 21:30:33,15,False,"['Mystery', 'Animation', 'Horror', 'Romance']"
U01213,Canada,45+,2024-05-14 09:34:47,19,False,"['Romance', 'Sci-Fi', 'Horror']"
U01214,Singapore,35-44,2025-05-07 08:22:49,16,False,['Comedy']
U01215,India,35-44,2025-03-10 05:25:09,19,False,"['Fantasy', 'Horror', 'Action']"
U01216,India,35-44,2024-04-09 16:41:29,13,False,"['Drama', 'Action', 'Fantasy', 'Sci-Fi']"
U01217,Canada,35-44,2024-11-06 15:26:51,11,True,"['Fantasy', 'Documentary']"
U01218,Germany,35-44,2024-07-06 04:06:06,20,False,"['Animation', 'Documentary']"
U01219,Germany,45+,2024-11-07 08:02:04,18,False,"['Animation', 'Fantasy', 'Comedy']"
U01220,Canada,25-34,2024-10-14 23:17:40,18,False,"['Comedy', 'Horror', 'Mystery']"
U01221,Australia,25-34,2024-06-01 23:43:59,14,False,"['Fantasy', 'Documentary', 'Comedy', 'Romance']"
U01222,Canada,25-34,2024-12-02 18:36:29,22,False,"['Action', 'Romance', 'Mystery']"
U01223,Singapore,35-44,2024-05-14 12:13:39,20,False,['Drama']
U01224,Australia,25-34,2025-04-14 02:21:08,24,False,['Horror']
U01225,United Kingdom,35-44,2025-05-04 08:51:10,12,True,"['Action', 'Romance', 'Horror', 'Comedy']"
U01226,Singapore,35-44,2024-03-26 18:34:24,25,False,"['Documentary', 'Comedy']"
U01227,India,45+,2025-01-11 05:59:14,18,True,"['Comedy', 'Fantasy', 'Documentary', 'Horror']"
U01228,Singapore,18-24,2025-04-25 11:41:49,16,False,"['Animation', 'Romance', 'Mystery']"
U01229,United States,35-44,2024-03-06 14:09:17,21,True,['Animation']
U01230,United Kingdom,35-44,2025-01-17 09:19:51,21,False,"['Comedy', 'Sci-Fi', 'Mystery', 'Romance']"
U01231,Germany,45+,2025-04-29 19:04:03,29,False,"['Comedy', 'Documentary']"
U01232,Germany,45+,2024-04-26 09:02:58,31,False,"['Mystery', 'Action', 'Documentary']"
U01233,Singapore,25-34,2024-10-28 02:02:55,25,False,"['Drama', 'Documentary', 'Fantasy']"
U01234,Germany,25-34,2025-02-16 11:39:22,22,False,['Comedy']
U01235,Australia,18-24,2024-06-21 08:21:36,14,False,['Mystery']
U01236,United Kingdom,45+,2024-05-02 22:52:35,16,False,"['Mystery', 'Documentary', 'Horror']"
U01237,India,18-24,2024-07-24 07:42:22,26,True,['Comedy']
U01238,India,35-44,2024-06-22 09:30:18,24,False,"['Horror', 'Animation', 'Fantasy', 'Documentary']"
U01239,United Kingdom,35-44,2025-01-10 00:49:08,19,False,"['Animation', 'Drama', 'Action', 'Sci-Fi']"
U01240,India,25-34,2024-07-10 18:28:58,22,False,"['Romance', 'Mystery']"
U01241,Canada,18-24,2024-07-13 12:47:27,23,False,"['Romance', 'Action', 'Mystery', 'Animation']"
U01242,Germany,18-24,2025-05-03 07:26:21,25,False,"['Comedy', 'Romance']"
U01243,Singapore,35-44,2024-10-26 05:03:55,23,False,"['Horror', 'Romance']"
U01244,Canada,25-34,2025-04-25 11:30:34,24,True,"['Mystery', 'Animation', 'Sci-Fi']"
U01245,Singapore,18-24,2025-01-02 07:52:39,20,False,['Horror']
U01246,Singapore,35-44,2025-04-02 15:38:06,15,False,"['Sci-Fi', 'Documentary']"
U01247,Singapore,18-24,2024-04-11 00:12:46,18,False,"['Romance', 'Animation']"
U01248,Canada,35-44,2025-04-30 00:58:56,15,True,"['Mystery', 'Romance', 'Comedy', 'Sci-Fi']"
U01249,United Kingdom,18-24,2025-05-03 04:08:54,23,False,"['Action', 'Documentary', 'Drama']"
U01250,Singapore,18-24,2024-01-22 01:51:14,18,False,['Romance']
U01251,United States,18-24,2024-07-03 03:23:30,14,True,['Action']
U01252,United Kingdom,25-34,2024-08-01 16:07:26,13,False,"['Animation', 'Fantasy']"
U01253,India,25-34,2024-08-04 19:36:07,11,False,"['Fantasy', 'Mystery']"
U01254,Germany,35-44,2025-02-06 10:25:28,25,False,"['Animation', 'Romance', 'Drama']"
U01255,Australia,25-34,2024-12-27 03:09:58,30,False,"['Documentary', 'Fantasy', 'Comedy']"
U01256,India,18-24,2024-04-20 01:27:30,22,False,['Action']
U01257,United States,18-24,2024-11-10 17:48:19,20,False,"['Romance', 'Horror']"
U01258,Canada,18-24,2025-05-18 21:10:44,15,False,['Fantasy']
U01259,Canada,45+,2024-08-15 13:00:24,22,True,"['Sci-Fi', 'Romance', 'Animation']"
U01260,Germany,18-24,2025-04-24 21:16:16,14,False,['Animation']
U01261,United States,45+,2024-12-01 21:59:57,24,False,"['Romance', 'Drama']"
U01262,Singapore,18-24,2025-04-23 04:54:52,20,False,"['Drama', 'Documentary']"
U01263,Canada,18-24,2025-04-11 18:17:37,28,False,"['Horror', 'Romance']"
U01264,Germany,18-24,2024-01-09 14:53:35,16,False,"['Horror', 'Comedy', 'Romance']"
U01265,United States,18-24,2025-02-17 17:55:08,25,True,"['Mystery', 'Comedy', 'Horror', 'Fantasy']"
U01266,India,35-44,2024-04-07 18:14:54,23,False,['Comedy']
U01267,India,25-34,2025-03-02 03:24:20,15,False,"['Sci-Fi', 'Action']"
U01268,United Kingdom,18-24,2025-02-21 17:51:30,16,False,"['Documentary', 'Drama', 'Action']"
U01269,Singapore,25-34,2024-05-13 14:19:53,24,True,"['Sci-Fi', 'Mystery', 'Comedy']"
U01270,India,25-34,2024-02-04 05:38:00,25,False,"['Horror', 'Action']"
U01271,United Kingdom,45+,2024-08-04 19:57:24,19,False,"['Animation', 'Drama', 'Sci-Fi']"
U01272,India,45+,2024-06-05 15:19:36,8,False,"['Documentary', 'Action', 'Comedy', 'Drama']"
U01273,Singapore,25-34,2024-10-13 07:47:16,16,False,"['Action', 'Horror']"
U01274,Australia,35-44,2024-02-12 09:41:50,15,False,['Horror']
U01275,Germany,35-44,2024-01-23 20:19:10,22,True,"['Animation', 'Sci-Fi', 'Mystery', 'Fantasy']"
U01276,Australia,25-34,2024-08-14 00:03:37,17,False,"['Sci-Fi', 'Romance', 'Animation', 'Horror']"
U01277,Australia,35-44,2025-02-01 23:34:52,15,False,['Comedy']
U01278,Germany,18-24,2024-06-11 20:12:30,20,False,"['Fantasy', 'Romance']"
U01279,India,35-44,2024-06-16 05:32:03,14,False,"['Sci-Fi', 'Horror']"
U01280,Singapore,45+,2024-03-25 19:09:57,18,False,"['Horror', 'Sci-Fi', 'Animation']"
U01281,Germany,18-24,2024-05-26 02:27:07,31,False,"['Comedy', 'Mystery', 'Sci-Fi']"
U01282,Germany,35-44,2024-06-03 11:11:48,28,False,"['Documentary', 'Action']"
U01283,United Kingdom,45+,2024-05-14 01:17:42,15,True,"['Documentary', 'Romance']"
U01284,Germany,18-24,2024-06-26 16:23:19,17,False,"['Action', 'Mystery', 'Comedy', 'Romance']"
U01285,United Kingdom,25-34,2024-05-26 12:10:11,13,False,['Horror']
U01286,India,45+,2024-12-17 23:35:55,24,True,"['Fantasy', 'Documentary', 'Horror']"
U01287,Singapore,45+,2024-06-23 18:05:16,18,False,"['Animation', 'Sci-Fi', 'Action']"
U01288,United States,18-24,2025-01-25 05:01:25,20,False,['Mystery']
U01289,India,18-24,2024-11-08 16:39:47,25,False,"['Documentary', 'Romance', 'Mystery']"
U01290,Australia,25-34,2024-11-27 03:07:38,19,True,"['Documentary', 'Romance', 'Fantasy']"
U01291,United States,18-24,2024-10-28 16:52:42,17,False,"['Documentary', 'Sci-Fi', 'Horror']"
U01292,Singapore,18-24,2025-04-22 02:54:36,19,False,"['Horror', 'Animation', 'Documentary', 'Mystery']"
U01293,Canada,13-17,2024-05-12 04:52:17,27,False,"['Fantasy', 'Horror', 'Mystery', 'Drama']"
U01294,India,18-24,2025-05-22 21:26:11,27,False,"['Horror', 'Documentary', 'Mystery']"
U01295,Singapore,25-34,2024-04-16 17:18:44,18,False,['Romance']
U01296,Canada,25-34,2024-03-12 11:09:02,18,True,['Animation']
U01297,United States,25-34,2025-03-03 05:27:08,21,False,['Romance']
U01298,Australia,35-44,2025-04-08 05:03:44,20,False,"['Horror', 'Fantasy', 'Documentary', 'Animation']"
U01299,Canada,25-34,2024-02-17 22:30:40,22,False,"['Sci-Fi', 'Action']"
U01300,India,18-24,2024-11-06 02:08:09,16,False,"['Horror', 'Documentary']"
U01301,Germany,13-17,2024-09-22 03:06:20,18,False,"['Mystery', 'Fantasy', 'Action', 'Documentary']"
U01302,United Kingdom,18-24,2024-04-23 19:08:43,21,False,"['Sci-Fi', 'Animation', 'Fantasy']"
U01303,Australia,18-24,2024-09-26 03:07:09,23,True,"['Action', 'Comedy', 'Fantasy']"
U01304,Singapore,18-24,2024-12-20 13:13:16,21,False,"['Drama', 'Action', 'Romance', 'Sci-Fi']"
U01305,Australia,13-17,2024-10-23 19:53:22,22,False,"['Animation', 'Romance', 'Fantasy', 'Action']"
U01306,Australia,18-24,2024-09-25 17:09:09,16,False,"['Animation', 'Fantasy']"
U01307,United States,25-34,2025-04-02 21:08:47,22,False,['Animation']
U01308,United States,25-34,2024-04-26 14:22:51,14,False,['Fantasy']
U01309,United Kingdom,45+,2024-11-18 13:31:27,15,False,"['Comedy', 'Fantasy', 'Action']"
U01310,Germany,35-44,2024-06-12 15:59:31,14,False,"['Mystery', 'Fantasy']"
U01311,Canada,25-34,2025-05-18 08:50:51,16,False,"['Sci-Fi', 'Comedy']"
U01312,United Kingdom,18-24,2024-05-10 01:11:38,23,False,['Action']
U01313,Germany,25-34,2025-03-26 11:44:56,27,False,"['Drama', 'Sci-Fi', 'Romance']"
U01314,Germany,18-24,2024-11-22 19:26:27,15,False,"['Sci-Fi', 'Horror', 'Drama', 'Documentary']"
U01315,Singapore,25-34,2024-04-21 00:29:49,18,False,['Romance']
U01316,United Kingdom,18-24,2025-01-27 05:50:15,20,False,"['Documentary', 'Animation', 'Drama']"
U01317,Australia,25-34,2024-05-04 16:36:09,19,False,"['Comedy', 'Horror']"
U01318,Australia,18-24,2024-05-15 14:49:46,24,False,['Animation']
U01319,Canada,25-34,2024-06-27 05:57:26,16,False,"['Drama', 'Sci-Fi', 'Comedy', 'Romance']"
U01320,United Kingdom,35-44,2024-12-18 10:56:49,30,False,"['Documentary', 'Action', 'Sci-Fi']"
U01321,India,35-44,2024-07-21 09:54:39,21,False,"['Romance', 'Drama', 'Animation']"
U01322,United States,25-34,2024-10-21 05:51:33,20,False,"['Documentary', 'Romance', 'Horror', 'Action']"
U01323,Canada,25-34,2024-10-12 21:33:48,15,False,['Drama']
U01324,Singapore,13-17,2024-04-11 15:46:32,16,False,"['Romance', 'Sci-Fi']"
U01325,Singapore,35-44,2024-04-30 05:01:00,16,False,"['Drama', 'Animation']"
U01326,United States,25-34,2024-06-07 15:01:51,22,False,"['Sci-Fi', 'Animation', 'Comedy', 'Romance']"
U01327,Australia,18-24,2024-04-24 22:51:32,26,False,"['Fantasy', 'Mystery']"
U01328,India,18-24,2025-04-19 23:40:45,15,False,"['Animation', 'Romance', 'Action']"
U01329,Australia,45+,2024-07-16 04:17:11,17,False,['Drama']
U01330,United Kingdom,25-34,2024-07-28 07:41:44,22,False,"['Sci-Fi', 'Animation', 'Action', 'Fantasy']"
U01331,Canada,25-34,2024-12-13 10:27:46,24,False,['Comedy']
U01332,Germany,25-34,2025-02-11 10:28:35,17,False,"['Documentary', 'Mystery', 'Action', 'Comedy']"
U01333,United Kingdom,25-34,2024-12-21 18:15:45,18,False,"['Documentary', 'Mystery']"
U01334,Germany,25-34,2024-10-11 23:00:37,9,False,"['Horror', 'Sci-Fi', 'Fantasy', 'Drama']"
U01335,Canada,18-24,2025-05-19 15:39:23,21,False,"['Drama', 'Action', 'Mystery']"
U01336,Singapore,25-34,2025-04-10 05:13:27,16,True,['Horror']
U01337,Australia,25-34,2024-04-14 15:34:14,20,False,"['Drama', 'Action']"
U01338,United Kingdom,13-17,2024-03-23 17:39:06,19,False,"['Fantasy', 'Animation', 'Action', 'Comedy']"
U01339,Germany,35-44,2024-07-22 02:35:46,17,False,"['Mystery', 'Animation', 'Documentary']"
U01340,United Kingdom,18-24,2025-03-07 21:17:56,18,False,"['Fantasy', 'Action', 'Mystery', 'Documentary']"
U01341,Canada,25-34,2025-05-13 17:43:06,26,False,"['Romance', 'Sci-Fi', 'Fantasy', 'Animation']"
U01342,India,25-34,2024-12-29 06:11:29,9,False,"['Romance', 'Drama', 'Horror', 'Comedy']"
U01343,India,25-34,2024-12-22 17:37:42,13,False,"['Romance', 'Action']"
U01344,Australia,25-34,2024-04-30 19:42:26,11,False,"['Drama', 'Mystery', 'Comedy', 'Sci-Fi']"
U01345,United States,45+,2024-11-02 04:59:30,24,False,"['Documentary', 'Fantasy', 'Animation', 'Romance']"
U01346,Singapore,25-34,2024-04-05 07:02:38,23,False,"['Romance', 'Sci-Fi', 'Horror']"
U01347,Germany,35-44,2024-10-05 23:55:41,26,False,['Action']
U01348,Australia,35-44,2024-04-10 04:03:00,23,False,"['Comedy', 'Mystery']"
U01349,Germany,18-24,2024-02-09 00:55:58,21,False,['Romance']
U01350,Australia,18-24,2025-05-15 02:09:05,12,False,"['Action', 'Documentary', 'Sci-Fi']"
U01351,India,25-34,2025-04-06 20:58:55,13,False,"['Comedy', 'Action', 'Fantasy']"
U01352,United Kingdom,18-24,2024-12-20 07:28:45,33,False,['Animation']
U01353,Canada,18-24,2024-11-19 09:16:07,16,False,"['Horror', 'Drama', 'Mystery', 'Romance']"
U01354,Singapore,18-24,2024-05-04 01:53:24,17,False,"['Sci-Fi', 'Animation']"
U01355,United States,25-34,2024-10-22 13:14:57,22,False,"['Documentary', 'Horror', 'Romance']"
U01356,Canada,18-24,2025-01-21 18:15:03,20,False,"['Mystery', 'Sci-Fi', 'Fantasy', 'Romance']"
U01357,United Kingdom,35-44,2024-10-05 22:07:12,27,False,"['Action', 'Animation']"
U01358,India,25-34,2024-05-25 18:17:42,23,False,['Documentary']
U01359,India,35-44,2024-07-21 14:52:17,26,False,"['Animation', 'Horror']"
U01360,United Kingdom,18-24,2025-03-10 18:44:17,19,False,"['Sci-Fi', 'Horror', 'Comedy']"
U01361,India,25-34,2024-05-11 15:52:46,19,False,"['Drama', 'Horror']"
U01362,India,13-17,2025-05-12 01:04:19,25,False,"['Animation', 'Fantasy', 'Mystery', 'Action']"
U01363,United Kingdom,25-34,2025-01-25 12:02:06,13,False,"['Romance', 'Fantasy', 'Documentary']"
U01364,United States,18-24,2025-04-05 06:04:18,27,False,['Action']
U01365,Canada,45+,2024-09-20 10:42:49,18,False,"['Horror', 'Action']"
U01366,India,18-24,2024-04-25 16:08:13,16,False,"['Comedy', 'Drama', 'Documentary']"
U01367,United Kingdom,25-34,2024-01-18 13:07:18,19,False,"['Mystery', 'Drama']"
U01368,Canada,18-24,2024-10-03 13:17:50,22,False,"['Fantasy', 'Comedy', 'Drama']"
U01369,Singapore,25-34,2024-07-25 07:57:52,20,False,"['Romance', 'Drama']"
U01370,Australia,25-34,2024-02-28 18:33:31,21,False,"['Animation', 'Mystery']"
U01371,Singapore,18-24,2025-04-25 02:06:50,16,False,['Documentary']
U01372,United Kingdom,18-24,2025-05-16 15:03:23,17,False,"['Drama', 'Action', 'Comedy', 'Mystery']"
U01373,Canada,18-24,2024-07-12 07:17:01,17,False,"['Documentary', 'Mystery', 'Romance', 'Comedy']"
U01374,United Kingdom,18-24,2024-12-11 09:08:18,19,False,"['Romance', 'Drama', 'Fantasy']"
U01375,Singapore,45+,2024-08-01 15:23:42,20,False,"['Action', 'Romance']"
U01376,Singapore,25-34,2024-09-13 20:24:47,20,False,"['Sci-Fi', 'Drama', 'Documentary']"
U01377,Singapore,13-17,2024-11-18 14:06:34,20,False,['Sci-Fi']
U01378,Germany,45+,2024-08-03 07:04:23,19,True,"['Horror', 'Romance', 'Sci-Fi', 'Documentary']"
U01379,Canada,13-17,2025-02-18 11:10:51,22,False,"['Action', 'Documentary', 'Sci-Fi', 'Drama']"
U01380,Canada,25-34,2024-04-07 21:24:09,20,False,"['Fantasy', 'Action']"
U01381,Singapore,35-44,2024-12-11 14:15:55,17,False,"['Animation', 'Comedy']"
U01382,United States,45+,2025-05-23 06:39:50,14,False,"['Mystery', 'Fantasy', 'Animation']"
U01383,United Kingdom,35-44,2025-03-15 11:28:44,13,False,"['Fantasy', 'Mystery', 'Documentary', 'Sci-Fi']"
U01384,Singapore,25-34,2024-01-24 15:18:07,25,True,"['Romance', 'Horror', 'Fantasy', 'Mystery']"
U01385,United Kingdom,45+,2024-02-28 22:08:49,11,False,['Documentary']
U01386,United States,13-17,2024-11-21 01:19:32,22,True,"['Documentary', 'Sci-Fi', 'Animation']"
U01387,Canada,45+,2025-04-23 00:20:39,20,False,['Horror']
U01388,United Kingdom,35-44,2025-03-12 08:40:01,21,False,['Documentary']
U01389,Singapore,45+,2025-04-12 07:51:48,24,False,"['Documentary', 'Action']"
U01390,Singapore,18-24,2024-03-18 09:46:44,20,False,"['Action', 'Mystery']"
U01391,United Kingdom,18-24,2024-09-25 09:35:44,20,False,['Comedy']
U01392,Canada,25-34,2025-01-10 06:46:11,17,False,"['Documentary', 'Sci-Fi', 'Mystery', 'Horror']"
U01393,Singapore,25-34,2024-11-18 23:48:06,12,False,"['Documentary', 'Comedy', 'Sci-Fi']"
U01394,Germany,25-34,2025-02-05 17:20:56,23,False,"['Sci-Fi', 'Drama']"
U01395,United States,45+,2024-04-20 00:35:03,16,False,"['Comedy', 'Action', 'Fantasy', 'Animation']"
U01396,Australia,25-34,2024-08-24 07:07:31,23,False,"['Fantasy', 'Comedy', 'Animation']"
U01397,Australia,18-24,2024-08-19 14:07:54,14,False,"['Documentary', 'Comedy']"
U01398,Australia,25-34,2025-04-30 22:00:46,21,False,"['Mystery', 'Documentary', 'Fantasy', 'Drama']"
U01399,India,18-24,2024-04-14 19:08:35,22,False,['Romance']
U01400,United Kingdom,18-24,2024-06-17 17:36:44,30,False,"['Action', 'Drama']"
U01401,Germany,18-24,2024-01-12 08:41:11,15,False,"['Comedy', 'Mystery', 'Animation']"
U01402,United States,35-44,2024-03-19 10:55:31,14,False,"['Sci-Fi', 'Romance', 'Comedy', 'Animation']"
U01403,United Kingdom,35-44,2025-05-22 03:02:42,26,False,"['Horror', 'Comedy', 'Drama', 'Action']"
U01404,United Kingdom,25-34,2025-03-14 06:01:41,14,False,"['Drama', 'Mystery', 'Action', 'Documentary']"
U01405,United States,18-24,2024-05-13 23:29:23,19,False,"['Animation', 'Romance']"
U01406,United States,25-34,2024-12-28 23:16:09,19,False,['Sci-Fi']
U01407,United Kingdom,35-44,2024-11-02 15:17:16,19,False,"['Action', 'Documentary', 'Drama']"
U01408,Singapore,35-44,2025-04-13 16:49:38,17,False,"['Documentary', 'Comedy', 'Animation']"
U01409,India,25-34,2024-06-04 05:30:24,16,False,['Sci-Fi']
U01410,United States,35-44,2025-05-29 01:54:04,22,False,"['Horror', 'Romance', 'Animation']"
U01411,India,25-34,2024-07-10 14:40:23,24,False,"['Sci-Fi', 'Fantasy', 'Horror']"
U01412,Canada,25-34,2025-01-05 14:46:46,25,False,['Documentary']
U01413,United States,35-44,2024-07-24 15:25:31,18,False,['Sci-Fi']
U01414,Germany,18-24,2024-12-13 04:23:08,20,False,['Mystery']
U01415,Australia,18-24,2024-06-22 05:15:35,25,False,"['Documentary', 'Comedy', 'Horror', 'Action']"
U01416,Germany,18-24,2025-03-11 23:36:15,13,False,"['Mystery', 'Fantasy', 'Romance', 'Horror']"
U01417,Australia,25-34,2024-11-25 12:51:22,21,False,"['Fantasy', 'Animation', 'Mystery']"
U01418,Canada,25-34,2024-05-29 07:06:01,25,False,"['Documentary', 'Horror', 'Mystery']"
U01419,Singapore,25-34,2025-05-11 19:17:50,16,False,['Mystery']
U01420,Canada,25-34,2025-01-01 15:28:16,13,False,['Sci-Fi']
U01421,Singapore,18-24,2024-08-09 14:29:55,13,False,"['Sci-Fi', 'Horror', 'Comedy']"
U01422,Singapore,35-44,2024-03-11 06:03:51,21,False,"['Drama', 'Mystery', 'Documentary']"
U01423,Australia,18-24,2025-05-18 05:02:16,12,False,"['Comedy', 'Romance', 'Fantasy']"
U01424,Australia,45+,2025-01-25 07:57:32,27,False,"['Romance', 'Mystery', 'Action', 'Sci-Fi']"
U01425,United States,18-24,2024-12-11 06:01:41,19,False,"['Fantasy', 'Mystery', 'Sci-Fi', 'Documentary']"
U01426,Germany,25-34,2025-03-06 17:15:14,27,False,"['Comedy', 'Animation']"
U01427,Australia,25-34,2024-11-09 21:20:45,27,False,"['Horror', 'Drama', 'Sci-Fi']"
U01428,Singapore,35-44,2024-04-29 22:43:11,17,False,['Fantasy']
U01429,United States,18-24,2024-05-02 13:59:04,17,False,"['Mystery', 'Fantasy', 'Documentary', 'Horror']"
U01430,Germany,45+,2024-02-10 21:09:48,17,False,"['Fantasy', 'Drama']"
U01431,Canada,25-34,2024-02-02 12:43:12,24,False,"['Romance', 'Horror']"
U01432,United States,25-34,2025-01-11 17:25:51,14,False,['Horror']
U01433,United States,25-34,2025-03-16 10:48:23,23,False,"['Mystery', 'Drama', 'Horror']"
U01434,Canada,13-17,2024-03-25 17:55:11,12,False,"['Fantasy', 'Documentary']"
U01435,United Kingdom,25-34,2024-10-23 17:57:25,18,False,"['Animation', 'Comedy']"
U01436,India,18-24,2024-03-05 01:29:29,23,False,"['Sci-Fi', 'Action', 'Mystery', 'Horror']"
U01437,United Kingdom,18-24,2024-08-02 06:02:49,14,False,"['Drama', 'Sci-Fi', 'Comedy', 'Mystery']"
U01438,Australia,25-34,2025-02-12 19:26:16,26,False,"['Horror', 'Comedy', 'Mystery']"
U01439,United Kingdom,25-34,2025-02-23 18:53:25,22,False,"['Sci-Fi', 'Mystery']"
U01440,Singapore,18-24,2025-05-05 12:07:26,25,False,"['Horror', 'Animation', 'Romance', 'Documentary']"
U01441,Germany,18-24,2024-06-09 13:40:52,17,False,"['Fantasy', 'Action']"
U01442,Canada,18-24,2025-05-05 11:53:28,17,False,['Romance']
U01443,Singapore,18-24,2025-02-09 03:07:22,22,False,"['Animation', 'Horror', 'Documentary', 'Action']"
U01444,Canada,25-34,2024-06-24 01:39:42,32,False,"['Drama', 'Documentary', 'Mystery', 'Animation']"
U01445,India,18-24,2024-06-18 13:22:30,24,False,"['Horror', 'Drama', 'Documentary', 'Action']"
U01446,India,35-44,2024-02-25 14:38:12,20,False,"['Sci-Fi', 'Action', 'Romance', 'Comedy']"
U01447,Singapore,18-24,2025-04-21 02:17:37,22,False,"['Fantasy', 'Comedy', 'Mystery']"
U01448,Singapore,18-24,2024-04-15 02:36:31,14,False,"['Mystery', 'Sci-Fi', 'Drama']"
U01449,Germany,35-44,2024-05-18 12:55:58,19,False,"['Animation', 'Action', 'Mystery']"
U01450,India,18-24,2024-08-01 11:32:12,25,False,"['Action', 'Drama', 'Horror']"
U01451,United Kingdom,25-34,2024-03-12 02:46:17,22,False,"['Sci-Fi', 'Action', 'Documentary', 'Mystery']"
U01452,India,45+,2025-02-20 16:31:42,10,False,"['Drama', 'Sci-Fi']"
U01453,India,45+,2024-12-26 21:59:02,16,False,"['Sci-Fi', 'Horror']"
U01454,United States,35-44,2024-03-21 23:25:11,22,False,"['Mystery', 'Comedy', 'Horror']"
U01455,Australia,18-24,2024-03-25 04:36:31,33,False,"['Romance', 'Fantasy']"
U01456,India,25-34,2024-01-12 08:55:57,20,False,"['Action', 'Documentary', 'Drama']"
U01457,Singapore,45+,2025-05-05 19:41:48,14,False,"['Drama', 'Horror', 'Mystery']"
U01458,Canada,45+,2024-08-13 07:12:33,23,False,"['Drama', 'Horror', 'Documentary', 'Animation']"
U01459,United States,18-24,2024-12-04 22:07:40,21,False,"['Fantasy', 'Mystery', 'Drama']"
U01460,Canada,18-24,2024-03-18 12:51:34,21,False,"['Animation', 'Action', 'Drama', 'Fantasy']"
U01461,Germany,18-24,2024-04-29 08:31:08,17,False,"['Horror', 'Drama', 'Romance']"
U01462,United Kingdom,18-24,2024-10-06 22:48:26,19,False,['Horror']
U01463,India,25-34,2024-04-17 23:01:31,13,False,"['Drama', 'Sci-Fi', 'Horror']"
U01464,India,18-24,2024-11-12 21:15:06,16,False,"['Animation', 'Fantasy', 'Horror', 'Romance']"
U01465,Germany,18-24,2025-04-22 15:26:29,17,False,"['Mystery', 'Action']"
U01466,India,18-24,2024-06-06 17:40:32,14,False,"['Mystery', 'Horror']"
U01467,Australia,25-34,2024-11-10 06:18:03,23,False,"['Horror', 'Drama']"
U01468,United Kingdom,18-24,2025-04-18 09:36:22,14,False,"['Action', 'Comedy']"
U01469,Germany,25-34,2025-04-07 01:28:34,24,False,['Animation']
U01470,India,18-24,2024-01-04 23:47:40,24,False,"['Documentary', 'Drama', 'Horror', 'Comedy']"
U01471,Singapore,45+,2024-02-26 23:40:27,19,False,"['Romance', 'Comedy']"
U01472,Australia,18-24,2025-05-24 20:44:31,17,True,['Mystery']
U01473,Canada,25-34,2025-04-23 10:15:58,18,False,"['Sci-Fi', 'Comedy']"
